date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:48	384/384	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/btn_close_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/btn_close_ov.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:50	384/384	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/btn_close.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/btn_close.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:50	384/384	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/taioukisyu/img/btn_close_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/taioukisyu/img/btn_close_ov.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:51	4385/4385	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/topics01.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/topics01.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:52	5940/5940	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/logo.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/logo.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:52	140/140	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/bg.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/bg.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:52	6729/6729	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/qrcode.jpg	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/qrcode.jpg	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:53	52744/52744	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/01_main.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/01_main.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:53	4866/4866	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/topics02.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/topics02.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:54	16872/16872	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/02_pack.jpg	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/02_pack.jpg	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:54	1218/1218	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/02_cdtitle.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/02_cdtitle.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:55	601/601	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/tensen.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/tensen.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:56	3854/3854	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/02_cdinfo.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/02_cdinfo.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:56	8484/8484	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/topics03.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/topics03.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:56	13770/13770	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/03_ss1.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/03_ss1.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:57	16958/16958	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/03_ss2.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/03_ss2.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:57	13717/13717	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/03_ss3.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/03_ss3.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:58	44520/44520	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/03_prize.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/03_prize.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:58	26595/26595	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/03_kyoutai.jpg	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/03_kyoutai.jpg	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:58	5600/5600	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/topics04.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/topics04.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:59	8333/8333	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/04_main.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/04_main.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:39:59	10406/10406	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/topics05.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/topics05.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:40:00	472/472	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/05_bg.jpg	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/05_bg.jpg	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:40:00	45028/45028	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/05_main.jpg	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/05_main.jpg	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:40:01	945/945	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/img/waku_btm.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/img/waku_btm.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
10:40:01	384/384	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/taioukisyu/img/btn_close.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/taioukisyu/img/btn_close.gif	(from https://www.nintendo.co.jp/n08/brij/topics/index.html)
